FID,OBJECTID,SHAPE,TEXT13ID,LAENGE,SE_ANNO_CAD_DATA
OEFFGRUENLINGOGD.1493,1493,"LINESTRING (16.336548456992716 48.14982573984531, 16.336523390911893 48.149884771766246)",Draschepark,6.82386013,
OEFFGRUENLINGOGD.1494,1494,"LINESTRING (16.395957453893164 48.23859517196553, 16.395826128777898 48.23871535884605)",Donauinsel,16.54582945,
OEFFGRUENLINGOGD.1495,1495,"LINESTRING (16.44955854407901 48.20503012114095, 16.44963170829211 48.20507871549563)",Neue Donau,7.66632183,
OEFFGRUENLINGOGD.1496,1496,"LINESTRING (16.451193072430694 48.2039428628012, 16.45125693329796 48.203985277237116)",Neue Donau,6.69150294,
OEFFGRUENLINGOGD.1497,1497,"LINESTRING (16.45714701743036 48.19992736896543, 16.457212159172304 48.199970482940806)",Neue Donau,6.81414565,
OEFFGRUENLINGOGD.1498,1498,"LINESTRING (16.460788416571752 48.197470746657494, 16.460851673342233 48.197512611479404)",Neue Donau,6.61700301,
OEFFGRUENLINGOGD.1499,1499,"LINESTRING (16.46439034081755 48.19482736931957, 16.464442470592672 48.19477174392753)",Neue Donau,7.29916353,
OEFFGRUENLINGOGD.1500,1500,"LINESTRING (16.48077414453169 48.18422726911823, 16.480864140182973 48.18428967753233)",Neue Donau,9.64057755,
OEFFGRUENLINGOGD.1501,1501,"LINESTRING (16.48594375573063 48.18084310691689, 16.48607074315112 48.18093113150879)",Neue Donau,13.60077021,
OEFFGRUENLINGOGD.1502,1502,"LINESTRING (16.489201452477 48.178793907542165, 16.489292310079914 48.17885743871764)",Neue Donau,9.77551046,
OEFFGRUENLINGOGD.1503,1503,"LINESTRING (16.49137875049439 48.177400910246085, 16.491469705334623 48.177464507033896)",Neue Donau,9.78590701,
OEFFGRUENLINGOGD.1504,1504,"LINESTRING (16.49169163473543 48.177205187399416, 16.4917792667195 48.17726645829775)",Neue Donau,9.42821393,
OEFFGRUENLINGOGD.1505,1505,"LINESTRING (16.496920249857368 48.1739209681559, 16.49700701803556 48.173983562815124)",Neue Donau,9.49160877,
OEFFGRUENLINGOGD.1506,1506,"LINESTRING (16.497725962816606 48.173431587895394, 16.497805048552564 48.17348863943964)",Neue Donau,8.65118016,
OEFFGRUENLINGOGD.1507,1507,"LINESTRING (16.499225835433567 48.17249317655926, 16.499311017885113 48.172554625108305)",Neue Donau,9.31808777,
OEFFGRUENLINGOGD.1508,1508,"LINESTRING (16.50192972294666 48.17079191838119, 16.502032908351463 48.170866350370176)",Neue Donau,11.2873158,
OEFFGRUENLINGOGD.1509,1509,"LINESTRING (16.50316386763464 48.170046265806775, 16.50325222566847 48.17011000102077)",Neue Donau,9.66533893,
OEFFGRUENLINGOGD.1510,1510,"LINESTRING (16.50411512123472 48.16945897831289, 16.50420138930422 48.16952120589419)",Neue Donau,9.43676418,
OEFFGRUENLINGOGD.1511,1511,"LINESTRING (16.50870414202041 48.1666748918825, 16.508774073072175 48.16673032102069)",Neue Donau,8.06518469,
OEFFGRUENLINGOGD.1512,1512,"LINESTRING (16.51142133611136 48.16528069955742, 16.511278783735353 48.165326514518085, 16.51123164722053 48.16529826122718)",Neue Donau,16.47225976,
OEFFGRUENLINGOGD.1513,1513,"LINESTRING (16.356227229586473 48.230053507460156, 16.356122293673618 48.23005098526379)",Josef-Ludwig*,7.80111673,
OEFFGRUENLINGOGD.1514,1514,"LINESTRING (16.405388470473802 48.20225187932637, 16.405430866207244 48.20232599627966)",Donaukanal,8.82344709,
OEFFGRUENLINGOGD.1515,1515,"LINESTRING (16.372672464520733 48.250439544899855, 16.372676849123305 48.250381445309266)",Donaukanal,6.46865672,
OEFFGRUENLINGOGD.1516,1516,"LINESTRING (16.372683887713936 48.25134131818181, 16.37256791601731 48.251403956104824)",Donaukanal,11.07636256,
OEFFGRUENLINGOGD.1517,1517,"LINESTRING (16.372668228141244 48.25163319003101, 16.372773065325035 48.251579837353695)",Donaukanal,9.78823131,
OEFFGRUENLINGOGD.1518,1518,"LINESTRING (16.371500768476647 48.25435307497558, 16.3716557695476 48.25437526883101)",Donaukanal,11.77173731,
OEFFGRUENLINGOGD.1519,1519,"LINESTRING (16.371556248474903 48.25425894681549, 16.37161042224019 48.254217561792714)",Donaukanal,6.11233384,
OEFFGRUENLINGOGD.1520,1520,"LINESTRING (16.391008393656374 48.25566648318302, 16.39098671988989 48.25572783009773)",FloridsdorfA*,7.00883875,
OEFFGRUENLINGOGD.1521,1521,"LINESTRING (16.45850254094039 48.22438018099916, 16.457082360908892 48.224869889752824)",Hausgrundweg,118.74346209,
OEFFGRUENLINGOGD.1522,1522,"LINESTRING (16.459121136805855 48.22382844072766, 16.460549616477707 48.22339242371426)",Hausgrundweg,116.68940469,
OEFFGRUENLINGOGD.1523,1523,"LINESTRING (16.3920944816689 48.23308938905616, 16.391964503584262 48.2331996416618)",Park Innstra*,15.60565599,
OEFFGRUENLINGOGD.1524,1524,"LINESTRING (16.24564745699481 48.214024338021716, 16.245650460635574 48.21397448944635)",Park Genosse*,5.5474341,
OEFFGRUENLINGOGD.1525,1525,"LINESTRING (16.38898889769923 48.201386556063305, 16.38907151777312 48.2014031796697)",Rochusgasse,6.41371822,
OEFFGRUENLINGOGD.1526,1526,"LINESTRING (16.391376301389304 48.151729638247495, 16.391342091484187 48.15168766245055)",Kolowratgasse,5.31644946,
OEFFGRUENLINGOGD.1527,1527,"LINESTRING (16.386484002729595 48.13847709625671, 16.386443022024714 48.13844229222349)",unt. Liesing,4.92743749,
OEFFGRUENLINGOGD.1528,1528,"LINESTRING (16.360624242446775 48.20232044562462, 16.360534524282176 48.202275509625856)",Museumsquart*,8.33328013,
OEFFGRUENLINGOGD.1529,1529,"LINESTRING (16.315034001125685 48.13782380974247, 16.314988044662467 48.13778454922457)",Perfektastra*,5.54590657,
OEFFGRUENLINGOGD.1530,1530,"LINESTRING (16.434934386687154 48.2639298933053, 16.43505516489644 48.26398101762506)",Schweiglpark,10.61729669,
OEFFGRUENLINGOGD.1531,1531,"LINESTRING (16.264610963891517 48.237742973946865, 16.26469394945208 48.237553455653206)",WienerwaldNW,21.95676824,
OEFFGRUENLINGOGD.1532,1532,"LINESTRING (16.422039225254796 48.13138230315403, 16.422061166995945 48.13163221589366)",Johannesberg,27.83674717,
OEFFGRUENLINGOGD.1533,1533,"LINESTRING (16.43025341654117 48.26555208920516, 16.430389466610006 48.265493274390586)",Axel-Corti-G*,12.03309509,
OEFFGRUENLINGOGD.1534,1534,"LINESTRING (16.45893351502799 48.25399981345961, 16.45905325685241 48.25417164802831)",Breiten lee *,21.07506167,
OEFFGRUENLINGOGD.1535,1535,"LINESTRING (16.312512761302035 48.11996396000338, 16.312579142830327 48.119955249166416, 16.31268461175369 48.11995034322409, 16.31275574054461 48.119951999845554, 16.312819504399574 48.11996679416868, 16.31292496950625 48.11997338416063, 16.31298874005339 48.11997339697728, 16.31308195643513 48.119945496798614, 16.313273298361448 48.11987984321101, 16.313383688068946 48.11983880785476, 16.313494082539332 48.1197895605962, 16.313619187704845 48.11975345443951, 16.313729562634833 48.1197452641367, 16.313832582647972 48.11973378794686, 16.313901266465997 48.119714094153316, 16.31395523918725 48.11968454351415, 16.31403375055439 48.11962707780343, 16.314085274069356 48.119589314836205, 16.314237341606034 48.119590985984814, 16.31450062674384 48.11967521040806)",Kellerberg L*,163.08771343,
OEFFGRUENLINGOGD.1536,1536,"LINESTRING (16.3080615222697 48.120165022010276, 16.306872746761712 48.120712976784496)",Kellerberg L*,107.45155555,
OEFFGRUENLINGOGD.1537,1537,"LINESTRING (16.239284308602134 48.21328826826425, 16.239197205916614 48.21332886383708)",Viktor-Kutsc*,7.8917769,
OEFFGRUENLINGOGD.1538,1538,"LINESTRING (16.354395061595426 48.2438969080706, 16.354375564998676 48.24390886123866)",Max-Patat-Weg,1.96559711,
OEFFGRUENLINGOGD.1539,1539,"LINESTRING (16.35491555768183 48.243989529437954, 16.355320146139928 48.24388902807027)",Max-Patat-Weg,32.06095444,
OEFFGRUENLINGOGD.1540,1540,"LINESTRING (16.3866799846208 48.31619303518913, 16.386744171761347 48.316267735211646, 16.386910431354554 48.31643283727664, 16.386966350479188 48.31654448500086, 16.38699925176726 48.31661672834354, 16.387013896913817 48.316807666773336)",Bisamberg,74.43461821,
OEFFGRUENLINGOGD.1541,1541,"LINESTRING (16.53517122255761 48.23000431385499, 16.535176175643148 48.230044153916566)",Kaschauerpla*,4.44531813,
OEFFGRUENLINGOGD.1542,1542,"LINESTRING (16.212225341226187 48.20802001365672, 16.212153811285432 48.20806910320823)",Park Mühlber*,7.61976782,
OEFFGRUENLINGOGD.1543,1543,"LINESTRING (16.338520630080332 48.198144657291465, 16.33847231782336 48.19813742239579)",Europaplatz3,3.68052352,
OEFFGRUENLINGOGD.1544,1544,"LINESTRING (16.25586456347426 48.19822701825375, 16.255818888293298 48.19821219707881)",Promenade,3.77430101,
OEFFGRUENLINGOGD.1545,1545,"LINESTRING (16.257893399286647 48.19719174202742, 16.257876378721928 48.197176969922786)",Promenade,2.0734403,
OEFFGRUENLINGOGD.1546,1546,"LINESTRING (16.380521597004442 48.163720687381215, 16.38165037056566 48.1638350781403)",Park Schleie*,84.92688465,
OEFFGRUENLINGOGD.1547,1547,"LINESTRING (16.41113684941515 48.162916532790256, 16.411099528744614 48.16289612989658)",Hasenleiten *,3.5853715,
OEFFGRUENLINGOGD.1548,1548,"LINESTRING (16.411489834184678 48.16261594964582, 16.411450584755542 48.16259565155318)",Hasenleiten *,3.69046579,
OEFFGRUENLINGOGD.1549,1549,"LINESTRING (16.420945041638184 48.15473659488024, 16.42088777077164 48.15473168727172)",Hasenleiten *,4.29590507,
OEFFGRUENLINGOGD.1550,1550,"LINESTRING (16.531828440323853 48.21473918846471, 16.5321959350942 48.21479683245275)",Friedhof Eßl*,28.05283296,
OEFFGRUENLINGOGD.1551,1551,"LINESTRING (16.531946045641142 48.214987991081685, 16.532261235662975 48.21491853983643)",Friedhof Eßl*,24.66381282,
OEFFGRUENLINGOGD.1552,1552,"LINESTRING (16.47231747696498 48.232759418155446, 16.47202584149618 48.23287160211201)",ÖBB Ostbahn *,25.00012179,
OEFFGRUENLINGOGD.1553,1553,"LINESTRING (16.484302960792018 48.23318479159555, 16.484232226208015 48.23335910958669)",ÖBB Ostbahn *,20.08313058,
OEFFGRUENLINGOGD.1554,1554,"LINESTRING (16.245944001439113 48.13542152889098, 16.245980022219694 48.13557403840495)",ob. Liesing,17.16877648,
OEFFGRUENLINGOGD.1555,1555,"LINESTRING (16.250215861635446 48.13470742076877, 16.250305388626092 48.1347071521469)",ob. Liesing,6.66370439,
OEFFGRUENLINGOGD.1556,1556,"LINESTRING (16.390817365692133 48.28945904672514, 16.390717816755284 48.28947809910191)",Park Mühlweg,7.6850766,
OEFFGRUENLINGOGD.1557,1557,"LINESTRING (16.391533253731314 48.28926320276103, 16.391509427258786 48.28922072928648)",Park Mühlweg,5.04303795,
OEFFGRUENLINGOGD.1558,1558,"LINESTRING (16.390960107574678 48.2897712371222, 16.390852627857956 48.28979180693118)",Park Mühlweg,8.29726517,
OEFFGRUENLINGOGD.1559,1559,"LINESTRING (16.288628068325185 48.141105904113324, 16.2887047075266 48.141093238094804)",Park Ella-Li*,5.87497995,
OEFFGRUENLINGOGD.1560,1560,"LINESTRING (16.480258055477044 48.23761345400734, 16.480209514496902 48.23772915218328)",Park Quadens*,13.36093652,
OEFFGRUENLINGOGD.1561,1561,"LINESTRING (16.481248192638375 48.23780022558182, 16.481326898780523 48.23781868979169)",Park Quadens*,6.19652293,
OEFFGRUENLINGOGD.1562,1562,"LINESTRING (16.481443638709333 48.23735318444065, 16.48153026088935 48.237336383618675)",Park Quadens*,6.70028862,
OEFFGRUENLINGOGD.1563,1563,"LINESTRING (16.32443505646614 48.16136193120979, 16.324517730415444 48.16156780673232)",Park An den *,23.70402645,
OEFFGRUENLINGOGD.1564,1564,"LINESTRING (16.324167375810777 48.161424581403104, 16.324041312265038 48.16146134439798)",Park An den *,10.23043285,
OEFFGRUENLINGOGD.1565,1565,"LINESTRING (16.32360548417043 48.16056196211017, 16.323479332269685 48.16059875056504)",Park An den *,10.23773351,
OEFFGRUENLINGOGD.1566,1566,"LINESTRING (16.322254386868277 48.15834123951375, 16.322065548546572 48.15839468249142)",Park An den *,15.25419673,
OEFFGRUENLINGOGD.1567,1567,"LINESTRING (16.289612433866864 48.17296614079793, 16.28969452744551 48.17293462657251)",Park Himmelb*,7.03992302,
OEFFGRUENLINGOGD.1568,1568,"LINESTRING (16.286922187597867 48.17321858216561, 16.286637596217115 48.173153323993944)",Park Himmelb*,22.37602131,
OEFFGRUENLINGOGD.1569,1569,"LINESTRING (16.312911616928208 48.250866664079794, 16.312944303074545 48.25089689559627, 16.313278957189794 48.25072154993813)",Park Am Neus*,35.73464753,
OEFFGRUENLINGOGD.1570,1570,"LINESTRING (16.312741106324033 48.25080501334833, 16.312689117634008 48.25081294461401)",Park Am Neus*,3.96031539,
OEFFGRUENLINGOGD.1571,1571,"LINESTRING (16.31249534725759 48.25022614327851, 16.31243017235275 48.25024014747203)",Park Am Neus*,5.08450998,
OEFFGRUENLINGOGD.1572,1572,"LINESTRING (16.312833742427394 48.24997227810707, 16.312889187333383 48.24997209233877)",Park Am Neus*,4.11765824,
OEFFGRUENLINGOGD.1573,1573,"LINESTRING (16.313020833517403 48.250461512201255, 16.313066992483286 48.250459864905245)",Park Am Neus*,3.43284547,
OEFFGRUENLINGOGD.1574,1574,"LINESTRING (16.318628553754916 48.23731478297735, 16.318535554428315 48.2372273421209)",Park Hockega*,11.9273875,
OEFFGRUENLINGOGD.1575,1575,"LINESTRING (16.319428349490043 48.23713412954028, 16.319404843121834 48.23704005798125)",Park Hockega*,10.60511681,
OEFFGRUENLINGOGD.1576,1576,"LINESTRING (16.43868410642069 48.269345830918994, 16.43872578277278 48.26934863732788)",Park Dominik*,3.10961809,
OEFFGRUENLINGOGD.1577,1577,"LINESTRING (16.43759127929401 48.27002750811747, 16.43743096115521 48.27001565189632)",Park Dominik*,11.97415145,
OEFFGRUENLINGOGD.1578,1578,"LINESTRING (16.42160425926488 48.27990018407338, 16.42159522254356 48.27979754934335)",Park Carabel*,11.43235162,
OEFFGRUENLINGOGD.1579,1579,"LINESTRING (16.4221490902599 48.27988142710671, 16.422139823068594 48.27977618550187)",Park Carabel*,11.72273223,
OEFFGRUENLINGOGD.1580,1580,"LINESTRING (16.30599156316315 48.206061664101384, 16.305856974122037 48.20572257332103)",Lorenz-Mandl*,39.00984373,
OEFFGRUENLINGOGD.1581,1581,"LINESTRING (16.30609670397785 48.2063120778756, 16.306148828644652 48.20643172592198)",Lorenz-Mandl*,13.85694801,
OEFFGRUENLINGOGD.1582,1582,"LINESTRING (16.43735286344275 48.27270192287705, 16.437386794292568 48.272615750095156)",Park Heizhaus,9.90764328,
OEFFGRUENLINGOGD.1583,1583,"LINESTRING (16.355818490887174 48.18138383661826, 16.355935793963464 48.181423327198)",Park LeopolR*,9.76602517,
OEFFGRUENLINGOGD.1584,1584,"LINESTRING (16.38790802560187 48.148991451580926, 16.387808859065334 48.14901720533727)",Park Bergtai*,7.9152591,
OEFFGRUENLINGOGD.1585,1585,"LINESTRING (16.388270051896182 48.14863520903244, 16.38839590821887 48.14855128054435)",Park Bergtai*,13.22116819,
OEFFGRUENLINGOGD.1586,1586,"LINESTRING (16.390113523169443 48.14826721278914, 16.3902236079028 48.148239392436686)",Park Bergtai*,8.75626917,
OEFFGRUENLINGOGD.1587,1587,"LINESTRING (16.43914550821514 48.27090737608732, 16.43850081310147 48.27079740751736)",Park Koschak*,49.39619267,
OEFFGRUENLINGOGD.1588,1588,"LINESTRING (16.325701204222106 48.18880390525156, 16.325797893725042 48.18881142774183)",Braunhirsche*,7.23768573,
OEFFGRUENLINGOGD.1589,1589,"LINESTRING (16.440787637871683 48.240776541885616, 16.44072345741019 48.240641230380554)",Park Bernoul*,15.78328,
OEFFGRUENLINGOGD.1590,1590,"LINESTRING (16.44129163558603 48.24065253950751, 16.441234925810242 48.24053297920512)",Park Bernoul*,13.94600713,
OEFFGRUENLINGOGD.1591,1591,"LINESTRING (16.441624505581004 48.241098886109704, 16.441831895929717 48.241214270671115)",Park Dolfi-G*,20.04780952,
OEFFGRUENLINGOGD.1592,1592,"LINESTRING (16.357464417881427 48.230303522387764, 16.357270462320926 48.23028728525572)",Park Auggasse,14.52227438,
OEFFGRUENLINGOGD.1593,1593,"LINESTRING (16.357686392557042 48.229876639301494, 16.357381429095547 48.22984326337425)",Park Auggasse,22.958884,
OEFFGRUENLINGOGD.1594,1594,"LINESTRING (16.355159011204364 48.23116504893193, 16.355263665594627 48.231168269022454)",Park Latschk*,7.78323005,
OEFFGRUENLINGOGD.1595,1595,"LINESTRING (16.355369173150923 48.23143191584209, 16.355245754120585 48.23142811802505)",Park Latschk*,9.17872608,
OEFFGRUENLINGOGD.1596,1596,"LINESTRING (16.318017495596486 48.24536369223644, 16.318067268597346 48.24534005802108)",Park Kranlweg,4.53566648,
OEFFGRUENLINGOGD.1597,1597,"LINESTRING (16.31786224424624 48.24519850735692, 16.31789835826179 48.245181358688825)",Park Kranlweg,3.29098883,
OEFFGRUENLINGOGD.1598,1598,"LINESTRING (16.317911265894512 48.24541087501276, 16.31793487753996 48.24543868365941)",Park Kranlweg,3.55487645,
OEFFGRUENLINGOGD.1599,1599,"LINESTRING (16.294426707499152 48.14488743787885, 16.294457451362515 48.1449080355193)",mit. Liesing,3.23727627,
OEFFGRUENLINGOGD.1600,1600,"LINESTRING (16.34471212562609 48.2252399327653, 16.344594225077127 48.22525731815145)",Park Kutschk*,8.97085575,
OEFFGRUENLINGOGD.1601,1601,"LINESTRING (16.30528864604517 48.169150876206075, 16.305255285444083 48.16911541322804)",Park Schlögl*,4.65907912,
OEFFGRUENLINGOGD.1602,1602,"LINESTRING (16.35391057717382 48.148063977894246, 16.353814135825843 48.14809050769866)",unt. Liesing,7.75907451,
OEFFGRUENLINGOGD.1603,1603,"LINESTRING (16.354194506985127 48.14844377053907, 16.354054746736413 48.148482217160804)",unt. Liesing,11.24418745,
OEFFGRUENLINGOGD.1604,1604,"LINESTRING (16.326870202106175 48.24417674774557, 16.32682185889556 48.24407239040153)",Raimund-Zode*,12.14694685,
OEFFGRUENLINGOGD.1605,1605,"LINESTRING (16.35801897375961 48.15467994050651, 16.357958570738614 48.15469738007407)",Frödenplatz,4.89466899,
OEFFGRUENLINGOGD.1606,1606,"LINESTRING (16.358278730123477 48.15500903133231, 16.358295275833335 48.15503507890988)",Frödenplatz,3.14710389,
OEFFGRUENLINGOGD.1607,1607,"LINESTRING (16.350299430118408 48.28182865743581, 16.350376464208193 48.28185607939922)",P-Kuchelau,6.4796707,
OEFFGRUENLINGOGD.1608,1608,"LINESTRING (16.336480621601144 48.19330848088295, 16.336549666038508 48.19335754300969)",Park Haidman*,7.4908092,
OEFFGRUENLINGOGD.1609,1609,"LINESTRING (16.380079575044224 48.15455013936904, 16.379236241367597 48.154536397424934)",Park Fingerg*,62.76507918,
OEFFGRUENLINGOGD.1610,1610,"LINESTRING (16.524626904484464 48.21321257682475, 16.524282244675526 48.213241482709435)",Raphael-Donn*,25.81537486,
OEFFGRUENLINGOGD.1611,1611,"LINESTRING (16.524364342445605 48.21262915321264, 16.524170336852293 48.212645423808524)",Raphael-Donn*,14.53137972,
OEFFGRUENLINGOGD.1612,1612,"LINESTRING (16.4882481928826 48.21191884135783, 16.488184886052313 48.21193266761506)",Lumbyepark,4.94978319,
OEFFGRUENLINGOGD.1613,1613,"LINESTRING (16.39003193839736 48.23584944035622, 16.38988408595378 48.23577041056527)",Park Traisen*,14.06618444,
OEFFGRUENLINGOGD.1614,1614,"LINESTRING (16.391071518523923 48.236636528436854, 16.391135906716595 48.2366681417436)",Park Traisen*,5.93585966,
OEFFGRUENLINGOGD.1615,1615,"LINESTRING (16.453232403485902 48.27020140445025, 16.45307165605179 48.27021338774771)",Park Kurze Z*,12.00734706,
OEFFGRUENLINGOGD.1616,1616,"LINESTRING (16.45476285116995 48.270244878374754, 16.454014663882948 48.270296834227885, 16.45406256781918 48.27073892810373, 16.453800029252726 48.27095070278826)",Park Kurze Z*,135.6971742,
OEFFGRUENLINGOGD.1617,1617,"LINESTRING (16.255167543900722 48.20994920478694, 16.255277729345476 48.210008368314746)",Park Hüttelb*,10.50447088,
OEFFGRUENLINGOGD.1618,1618,"LINESTRING (16.25560640652453 48.208253572206345, 16.255746061235428 48.20824527200979)",Park Hüttelb*,10.42082279,
OEFFGRUENLINGOGD.1619,1619,"LINESTRING (16.255138302372465 48.20737411460967, 16.255125661534127 48.207322438096725)",Park Hüttelb*,5.82249795,
OEFFGRUENLINGOGD.1620,1620,"LINESTRING (16.35127477659361 48.18133178914415, 16.351271759342772 48.18140105441855)",Park Sieben *,7.70521216,
OEFFGRUENLINGOGD.1621,1621,"LINESTRING (16.455612341370966 48.26752610048667, 16.45598872140941 48.2674824931689, 16.456093723228207 48.26741679613113, 16.456242901074297 48.267377136379025)",Park Wasserm*,50.96389127,
OEFFGRUENLINGOGD.1622,1622,"LINESTRING (16.456217774704086 48.267757089930576, 16.456378372815315 48.26773156869065)",Park Wasserm*,12.25575795,
OEFFGRUENLINGOGD.1623,1623,"LINESTRING (16.45560696145174 48.268079916458, 16.455620589319093 48.26816199116646)",Park Wasserm*,9.18234122,
OEFFGRUENLINGOGD.1624,1624,"LINESTRING (16.291611447795304 48.16322883796156, 16.29158155502076 48.16323868929558)",Park Fred-Li*,2.47889582,
OEFFGRUENLINGOGD.1625,1625,"LINESTRING (16.292439585042093 48.16429275144211, 16.292373691092084 48.16431446759503)",Park Fred-Li*,5.46426815,
OEFFGRUENLINGOGD.1626,1626,"LINESTRING (16.292055681818585 48.16383845606849, 16.292029528263303 48.16384707507564)",Park Fred-Li*,2.1687935,
OEFFGRUENLINGOGD.1627,1627,"LINESTRING (16.366378607335797 48.16130539958306, 16.366344228759523 48.16119741319485)",Park Kornaut*,12.27684243,
OEFFGRUENLINGOGD.1628,1628,"LINESTRING (16.480019852016436 48.24148926475978, 16.480060856517433 48.24152041686565)",Park Ziegelh*,4.61254319,
OEFFGRUENLINGOGD.1629,1629,"LINESTRING (16.481033185768208 48.24100939523541, 16.481198088474876 48.241005621416036)",Park Ziegelh*,12.25581546,
OEFFGRUENLINGOGD.1630,1630,"LINESTRING (16.36052187135066 48.14479153725127, 16.360512703370926 48.14479568150574)",Park Kolbega*,0.82329953,
OEFFGRUENLINGOGD.1631,1631,"LINESTRING (16.47770754357217 48.219943637633015, 16.477801564319524 48.21994275733531, 16.47786933264999 48.21995468323172, 16.477920517164193 48.21996847674787, 16.477974479971916 48.219986885699335, 16.477986995709294 48.219981638028116)",Park Eibenga*,21.89578519,
OEFFGRUENLINGOGD.1632,1632,"LINESTRING (16.283012523274728 48.205788021033754, 16.283011548683195 48.205831544884255)",Park Antaeus*,4.84019327,
OEFFGRUENLINGOGD.1633,1633,"LINESTRING (16.416660116442912 48.2161776323495, 16.416567537861237 48.2161908443288)",Park Offenba*,7.03497104,
OEFFGRUENLINGOGD.1634,1634,"LINESTRING (16.387929017315837 48.224674383626876, 16.388033310223516 48.224651972352795)",Park Rueppga*,8.13996774,
OEFFGRUENLINGOGD.1635,1635,"LINESTRING (16.457987473396823 48.28162118729684, 16.45787870407551 48.28163338385647)",Park Gerlosp*,8.18588624,
OEFFGRUENLINGOGD.1636,1636,"LINESTRING (16.459261522186356 48.28115950497794, 16.45922392439616 48.281092284325965)",Park Gerlosp*,7.97862738,
OEFFGRUENLINGOGD.1637,1637,"LINESTRING (16.30884166318075 48.234739341047714, 16.308900300450134 48.23473222515055)",Park Naaffga*,4.42726262,
OEFFGRUENLINGOGD.1638,1638,"LINESTRING (16.30846131727057 48.234789674026956, 16.308483913011447 48.23485569715452)",Park Naaffga*,7.53095255,
OEFFGRUENLINGOGD.1639,1639,"LINESTRING (16.319253429440085 48.15877931162633, 16.319247318867493 48.15882486336706)",Park Zanasch*,5.08546097,
OEFFGRUENLINGOGD.1640,1640,"LINESTRING (16.410512119051972 48.24948577229913, 16.410543683584972 48.249558613154974)",Park Fultons*,8.43202712,
OEFFGRUENLINGOGD.1641,1641,"LINESTRING (16.410347550828995 48.24920554632995, 16.41029364628033 48.24912115829566)",Park Fultons*,10.20190129,
OEFFGRUENLINGOGD.1642,1642,"LINESTRING (16.344784850329212 48.17998552553853, 16.344641081903166 48.17993739115868)",Park Marx-Me*,11.95639181,
OEFFGRUENLINGOGD.1643,1643,"LINESTRING (16.34488689220991 48.18027958528111, 16.34490116762717 48.180365624125514)",Park Marx-Me*,9.62579743,
OEFFGRUENLINGOGD.1644,1644,"LINESTRING (16.362242880382063 48.25657507405447, 16.362328035130908 48.25658791026386)",Park Steinbü*,6.48228398,
OEFFGRUENLINGOGD.1645,1645,"LINESTRING (16.361603261033906 48.25642902521955, 16.361626630170875 48.25644215804573, 16.36164139008515 48.25645036636256, 16.361656149183688 48.25645693163807, 16.361680747886712 48.25647006417936, 16.361720098319882 48.256474982721684, 16.361779124395092 48.256483180230944, 16.36182093392819 48.25648809818849, 16.361852909625135 48.25649794385947, 16.361909480808254 48.25651435435269, 16.361934080432597 48.25652912897969, 16.36196114465033 48.25655211464676, 16.361998045230266 48.25657509718883, 16.36202018249724 48.25658330379186, 16.36204969702745 48.25659150872281, 16.362084131084917 48.256599711633186, 16.36213331934698 48.25660462780621, 16.362194802211977 48.256607898123896, 16.362241670264773 48.256613104355935, 16.362315744860947 48.25662427038083)",Park Steinbü*,59.0097995,
OEFFGRUENLINGOGD.1646,1646,"LINESTRING (16.483056341414514 48.22149439095425, 16.483048686659725 48.221423440219986)",Park Piloten*,7.90990354,
OEFFGRUENLINGOGD.1647,1647,"LINESTRING (16.48451785434525 48.22116917024363, 16.48444383543368 48.221114756461745)",Park Piloten*,8.17683802,
OEFFGRUENLINGOGD.1648,1648,"LINESTRING (16.48490886191432 48.22132236136181, 16.485235960381793 48.221256912362435)",Park Piloten*,25.3716983,
OEFFGRUENLINGOGD.1649,1649,"LINESTRING (16.41510037924636 48.18105258850442, 16.415089057079786 48.18108261206163)",Park Fuchsrö*,3.44300376,
OEFFGRUENLINGOGD.1650,1650,"LINESTRING (16.41552894639622 48.18080383550469, 16.41542839755798 48.180719292258146)",Park Fuchsrö*,12.01186588,
OEFFGRUENLINGOGD.1651,1651,"LINESTRING (16.415585889877427 48.18108199420536, 16.415584675957437 48.18112048333015)",Park Fuchsrö*,4.28074762,
OEFFGRUENLINGOGD.1652,1652,"LINESTRING (16.347044772888086 48.200237955698725, 16.347083997605633 48.20023421796907)",Jenny-Steine*,2.94531218,
OEFFGRUENLINGOGD.1653,1653,"LINESTRING (16.34697729590412 48.19995176915496, 16.347022844163167 48.19994742830114)",Jenny-Steine*,3.42016269,
OEFFGRUENLINGOGD.1654,1654,"LINESTRING (16.485400697473604 48.15982255646307, 16.48544932130399 48.159903024285384)",Park Mannswö*,9.65115854,
OEFFGRUENLINGOGD.1655,1655,"LINESTRING (16.484945934342857 48.15978441067563, 16.48482589223233 48.15980361921809)",Park Mannswö*,9.18244684,
OEFFGRUENLINGOGD.1656,1656,"LINESTRING (16.411010506901043 48.299906630797146, 16.411016806309664 48.299927515709676)",Park Luckens*,2.36890647,
OEFFGRUENLINGOGD.1657,1657,"LINESTRING (16.411507380927194 48.29966448138965, 16.411562032425902 48.29964940287147)",Park Luckens*,4.38774501,
OEFFGRUENLINGOGD.1658,1658,"LINESTRING (16.441912934643778 48.24566442415807, 16.442009255421702 48.24564386170303)",Jakob-Rosenf*,7.51036328,
