FID,OBJECTID,SHAPE,BEZEICHNUNG,BETREIBER,ADRESSE,WEBLINK1,TYP_TXT,TXTATT1,KONTAKT,PLZ,KINDERGRUPPE,FAMILIE_0_6,FAMILIE_3_10,HEILPAED_HORT_6_10,HEILPAED_KDG_3_6,HORT_6_10,INTEGRAT_FAMILIE_0_6,INTEGRAT_FAMILIE_3_10,INTEGRAT_HORT_6_10,INTEGRAT_KDG_3_6,INTEGRAT_KLEINKINDER_0_3,KDG_3_6,HALBTAGS_KDG_3_6,KLEINKINDER_0_3,STRASSE,ONR,STG,MA11_OBJEKT_ID,FAMILIE_2_6,INTEGRAT_FAMILIE_2_6,SE_ANNO_CAD_DATA
KINDERGARTENOGD.7284167,7284167,POINT (16.35464579331577 48.21934534035754),"Betriebskindergarten Universitätszahnklinik  ""Martha Wolf Kindergarten""",Österreichische Kinderfreunde - Landesorganisation WIEN,"9., Van-Swieten-Gasse 1a",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,01 4012510906,1090,,20,,,,,,,,,,25,,15,Van-Swieten-Gasse,1a,,1032887,,,
KINDERGARTENOGD.7284168,7284168,POINT (16.45161149925001 48.28323059824441),Pfarrgarten Maria Himmelfahrt,St. Nikolausstiftung Erzdiözese Wien,"21., Triestinggasse 30",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Familiengruppe 2-6 Jahre",Privat,,1210,,20,,,,,,,,,,25,,15,Triestinggasse,30,,1032889,20,,
KINDERGARTENOGD.7284169,7284169,POINT (16.35386399897532 48.22305046481047),Montessori Kinderhaus,MONTESSORI KINDERHAUS WIEN,"9., Nußdorfer Straße 6",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1090,,20,,,,,,,,,,,,15,Nußdorfer Straße,6,,1032890,,,
KINDERGARTENOGD.7284170,7284170,POINT (16.276350747172017 48.196992110699014),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"14., Linzer Straße 297A",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 416 33 27,1140,,40,,,,,,,,,,25,,15,Linzer Straße,297A,,1032891,,,
KINDERGARTENOGD.7284171,7284171,POINT (16.406031952030997 48.21452913242564),Betriebskindergarten WU Wien,Kinder in Wien,"2., Welthandelsplatz 1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1020,,80,,,,,,,,,,,,,Welthandelsplatz,1,,1032896,,,
KINDERGARTENOGD.7284172,7284172,POINT (16.42275750041418 48.166994221137195),Kindergarten,Kinder in Wien,"11., Fickeysstraße 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1110,,80,,,,,,,,,,,,,Fickeysstraße,3,,1032897,,,
KINDERGARTENOGD.7284173,7284173,POINT (16.384232927653525 48.20636670864003),Betriebskindergarten Finanzzentrum Wien Mitte,Kinder in Wien,"3., Landstraßer Hauptstraße 1A",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1030,,80,,,,,,,,,,,,,Landstraßer Hauptstraße,1A,,1032900,,,
KINDERGARTENOGD.7284174,7284174,POINT (16.379818733319656 48.1801800936743),Kindergarten Heidi,Pädagogischer Verein zur Förderung von Klein- und Vorschulkindern,"10., Sonnwendgasse 25/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1100,,60,,,,,,,,,,,,15,Sonnwendgasse,25,1,1032902,,,
KINDERGARTENOGD.7284175,7284175,POINT (16.33934978986953 48.24589957829326),GAN SARA,Jewish Kindergarten Döbling,"19., Sieveringerstraße 19",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1190,,,,,,,,,,,,18,,15,Sieveringerstraße,19,,1032904,,,
KINDERGARTENOGD.7284163,7284163,POINT (16.412183022888886 48.17188737764405),Adam Kindergarten,Adam Verein Kindergarten,"11., Ehamgasse 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1110,,20,,,,,,,,,,25,,15,Ehamgasse,17,,1032882,,,
KINDERGARTENOGD.7284176,7284176,POINT (16.3830148380398 48.172685135978114),Kindergarten,Kindergruppe Aladin,"10., Kudlichgasse 36",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,0699 11330444,1100,,,,,,,,,,,,23,,15,Kudlichgasse,36,,1032905,,,
KINDERGARTENOGD.7284177,7284177,POINT (16.44870765007832 48.24888465059616),Kindergarten,LIFE FAMILY WORK. Verein zur Unterstützung der Vereinbarkeit von Familie und Erwerbstätigkeit,"22., Kagraner Platz 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 3-10 Jahre,Privat,,1220,,,24,,,,,,,,,,,,Kagraner Platz,17,,1032907,,,
KINDERGARTENOGD.7284178,7284178,POINT (16.293939428594673 48.14479317450392),Kindergarten,Stadt Wien - Kindergärten,"23., Breitenfurter Straße 305-311",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1230,,,,,,,,,,,,50,,30,Breitenfurter Straße,305-311,,1032908,,,
KINDERGARTENOGD.7284179,7284179,POINT (16.349735466555043 48.181347196497946),Kindergarten,Stadt Wien - Kindergärten,"5., Fendigasse 38",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Kindergarten 3-6 Jahre,Öffentlich,+43 676 811 864 904,1050,,,,,,,,,,,,38,,,Fendigasse,38,,1032909,,,
KINDERGARTENOGD.7284180,7284180,POINT (16.346800638900316 48.18418253008303),Kindergarten,Stadt Wien - Kindergärten,"5., Arbeitergasse 45",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Familiengruppe 2-6 Jahre,Öffentlich,+43 676 811 861 605,1050,,,,,,,,,,,,,,,Arbeitergasse,45,,1032910,20,,
KINDERGARTENOGD.7284181,7284181,POINT (16.281983172787612 48.13709729574808),Kindergarten,Stadt Wien - Kindergärten,"23., Dirmhirngasse 138",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,+43 676 811 864 750,1230,,,,,,,,,,20,,50,,,Dirmhirngasse,138,,1032912,,,
KINDERGARTENOGD.7284182,7284182,POINT (16.351954126017876 48.214759590699),Pfarrgarten Alser Vorstadt,St. Nikolausstiftung Erzdiözese Wien,"8., Alserstraße 19",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1080,,20,,,,,,,,,,,,,Alserstraße,19,,1032913,,,
KINDERGARTENOGD.7284183,7284183,POINT (16.360761252397765 48.24156156641011),Sidra Kindergarten,Lernen und Kultur,"19., Heiligenstädter Straße 69-71",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1190,,59,,,,,,,,,,,,15,Heiligenstädter Straße,69-71,,1032914,,,
KINDERGARTENOGD.7284184,7284184,POINT (16.356368118239175 48.215417734781305),Betriebskindergarten der Finanzmarktaufsicht,Österreichische Kinderfreunde - Landesorganisation WIEN,"9., Frankgasse 5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,01 4022739,1090,,20,,,,,,,,,,,,15,Frankgasse,5,,1032915,,,
KINDERGARTENOGD.7284185,7284185,POINT (16.35409117989275 48.176320462963446),Technokids,TECHNOKIDS Kinderbetreuung,"10., Kundratstraße 6",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Familiengruppe 2-6 Jahre",Privat,,1100,,20,,,,,,,,,,,,15,Kundratstraße,6,,1032916,40,,
KINDERGARTENOGD.7284186,7284186,POINT (16.366115336780293 48.23456174726027),Kindergarten,Multikultureller Nur Kindergarten,"20., Spaungasse 18",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1200,,40,,,,,,,,,,,,15,Spaungasse,18,,1032917,,,
KINDERGARTENOGD.7284187,7284187,POINT (16.278354402915156 48.19609633223576),Kindergarten Perlenmeer,Elternverein Perlenmeer,"14., Linzer Straße 268",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,0664 5492087,1140,,20,,,,,,,,,,,,15,Linzer Straße,268,,1032918,,,
KINDERGARTENOGD.7284188,7284188,POINT (16.431828373933744 48.165159324222344),Kindergarten,Al Firdaus - Der Paradies-Kindergarten,"11., Kaiser-Ebersdorfer Straße 86",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,0676 879610328,1110,,,,,,,,,,,,50,,30,Kaiser-Ebersdorfer Straße,86,,1032919,,,
KINDERGARTENOGD.7284189,7284189,POINT (16.352186863519293 48.230006732733536),Kindergarten,Stadt Wien - Kindergärten,"9., Lustkandlgasse 50",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Heilpädagogischer Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Integrationsfamiliengruppe 2-6 Jahre",Öffentlich,,1090,,66,,,12,,,,,40,,,,45,Lustkandlgasse,50,,1032920,,20,
KINDERGARTENOGD.7284190,7284190,POINT (16.354018881521966 48.22606368600503),Kindergarten,Stadt Wien - Kindergärten,"9., Dreihackengasse 5",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Heilpädagogischer Hort 6-10 Jahre,Öffentlich,+43 676 811 864 442,1090,,,,16,,,,,,,,,,,Dreihackengasse,5,,1032921,,,
KINDERGARTENOGD.7284192,7284192,POINT (16.339812199425 48.22266795536905),Kindergarten,Kindercompany,"18., Kreuzgasse 25",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1180,,20,,,,,,,,,,25,,30,Kreuzgasse,25,,1032924,,,
KINDERGARTENOGD.7284193,7284193,POINT (16.401996168359034 48.21763281107818),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"2., Ausstellungsstraße 40",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1020,,40,,,,,,,,,,50,,30,Ausstellungsstraße,40,,1032925,,,
KINDERGARTENOGD.7284194,7284194,POINT (16.319551699109645 48.221970313219394),Kindergarten,Kindergarten Kids Academy,"17., Hernalser Hauptstraße 147",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1170,,18,,,,,,,,,,,,30,Hernalser Hauptstraße,147,,1032926,,,
KINDERGARTENOGD.7284195,7284195,POINT (16.409055445696442 48.197056198819666),Kindergarten,Stadt Wien - Kindergärten,"3., Erdberger Lände 54",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Kindergarten 3-6 Jahre,Öffentlich,+43 676 811 861 806,1030,,,,,,,,,,,,25,,,Erdberger Lände,54,,1032927,,,
KINDERGARTENOGD.7284196,7284196,POINT (16.34429107424 48.190785102142556),Evangelischer Kindergarten Gumpendorf,Diakonie Bildung gemeinnützige GmbH,"6., Gumpendorfer Straße 116",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,1060,,,,,,23,,,,,,25,,,Gumpendorfer Straße,116,,1032928,,,
KINDERGARTENOGD.7284197,7284197,POINT (16.339163071801853 48.19090406557635),Kindergarten,KIDS WORLD gemeinnütziger Kinderberatungsverein in Wien,"6., Wallgasse 12",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,01/595 11 98,1060,,40,,,,,,,,,,,,15,Wallgasse,12,,1032929,,,
KINDERGARTENOGD.7284198,7284198,POINT (16.27053985356506 48.15245707677157),Kindergarten d. Karl Schubertschule Bildungsstätte f. Seelenpflege-bedürftige Kinder u. Jugendliche,Verein Karl Schubertschule für Seelenpflege- bedürftige Kinder und Jugendliche in Wien,"23., Kanitzgasse 1-3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Heilpädagogischer Kindergarten 3-6 Jahre,Privat,,1230,,,,,24,,,,,,,,,,Kanitzgasse,1-3,,1032930,,,
KINDERGARTENOGD.7284199,7284199,POINT (16.483777500227962 48.21966202748974),Pfarrkindergarten Aspern-St. Franziskus der St. Nikolaus KTH-Stiftung,St. Nikolausstiftung Erzdiözese Wien,"22., Haberlandtgasse 14",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,1220,,60,,,,25,,,,,,25,,15,Haberlandtgasse,14,,1032932,,,
KINDERGARTENOGD.7284200,7284200,POINT (16.446331822843558 48.27371670963868),Kindergarten Sindbad,Kindergarten Sindbad,"21., Oswald-Redlich-Straße 36/8",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1210,,20,,,,,,,,,,25,,30,Oswald-Redlich-Straße,36,8,1032934,,,
KINDERGARTENOGD.7284201,7284201,POINT (16.308115180159945 48.20476992630021),Kindergarten Groß und Klein,Kindergarten Groß und Klein,"16., Huttengasse 23",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1160,,,,,,,,,,,,25,,15,Huttengasse,23,,1032935,,,
KINDERGARTENOGD.7284202,7284202,POINT (16.309899017529677 48.19913863232167),Kindergarten Breitensee,Kinder in Wien,"14., Hütteldorfer Straße 112a/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1140,,80,,,,,,,,,,,,,Hütteldorfer Straße,112a,1,1032936,,,
KINDERGARTENOGD.7284203,7284203,POINT (16.28536351918646 48.19776958273202),Pflegewohnhaus Baumgarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"14., Salisstraße 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 416 45 86,1140,,20,,,,,,,,,,50,,15,Salisstraße,2,,1032937,,,
KINDERGARTENOGD.7284191,7284191,POINT (16.323978583376945 48.19442242348631),Kindergarten,Kindergarten Wiener Kinder,"15., Felberstraße 84",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 961 63 84,1150,,20,,,,,,,,,,,,15,Felberstraße,84,,1032923,,,
KINDERGARTENOGD.7284091,7284091,POINT (16.375429980272894 48.17204586754196),"Kindergarten ""Tuna""",Verein moderne Kinderbetreuung TUNA,"10., Leibnizgasse 46",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 600 27 07,1100,,20,,,,,,,,,,,,15,Leibnizgasse,46,,1032744,,,
KINDERGARTENOGD.7284092,7284092,POINT (16.364572634152903 48.188695705557315),Piristenhort St. Thekla,Vereinigung katholischer Kindertagesheime,"4., Wiedner Hauptstraße 82",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,,1040,,,,,,225,,,,,,,,,Wiedner Hauptstraße,82,,1032745,,,
KINDERGARTENOGD.7284093,7284093,POINT (16.297407676653307 48.188875759803786),Kindergarten und Hort Hietzinger Kai,Kinder in Wien,"13., Hietzinger Kai 13",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Familiengruppe 3-10 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,1130,,,20,,,100,,,,,,,,,Hietzinger Kai,13,,1032747,,,
KINDERGARTENOGD.7284094,7284094,POINT (16.410714795473996 48.25598606867556),Kindergarten,Stadt Wien - Kindergärten,"21., Mengergasse 35",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,72,,15,Mengergasse,35,,1032748,,,
KINDERGARTENOGD.7284095,7284095,POINT (16.301917518830255 48.14346697409516),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"23., Eduard Kittenberger-Gasse 36",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 863 37 00,1230,,20,,,,,,,,,,50,,30,Eduard Kittenberger-Gasse,36,,1032749,,,
KINDERGARTENOGD.7284096,7284096,POINT (16.344081337994826 48.248952417916065),Kindergarten der Wiener Kinderfreunde,Österreichische Kinderfreunde - Landesorganisation WIEN,"19., Paradisgasse 52",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 320 27 32,1190,,60,,,,,,,,,,25,,15,Paradisgasse,52,,1032750,,,
KINDERGARTENOGD.7284097,7284097,POINT (16.30840701823308 48.147934868784226),Betriebskindergarten Caritas,Kinder in Wien,"23., Erlaaer Platz 4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1230,,60,,,,,,,,,,,,,Erlaaer Platz,4,,1032752,,,
KINDERGARTENOGD.7284098,7284098,POINT (16.475111808401092 48.22345751604789),Kindergarten,Stadt Wien - Kindergärten,"22., Lavaterstraße 6/4",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationsfamiliengruppe 0-6 Jahre",Öffentlich,,1220,,,,,,,20,,,,,50,,30,Lavaterstraße,6,4,1032753,,,
KINDERGARTENOGD.7284099,7284099,POINT (16.357775716092423 48.237215520677125),Schmetterling Heiligenstadt,Vindobini,"19., Heiligenstädter Straße 28",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1190,,60,,,,,,,,,,,,15,Heiligenstädter Straße,28,,1032754,,,
KINDERGARTENOGD.7284100,7284100,POINT (16.366777673939254 48.17052289337609),Kindergarten,Stadt Wien - Kindergärten,"10., Alxingergasse 82",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Integrationshort 6-10 Jahre,Öffentlich,+43 676 811 828 281,1100,,,,,,,,,18,,,,,,Alxingergasse,82,,1032758,,,
KINDERGARTENOGD.7284101,7284101,POINT (16.37457064864149 48.22148480993943),Schulv.d.Schulschw.v.3.Orden d.hl.Franziskus,Vereinigung katholischer Kindertagesheime,"2., Leopoldsgasse 1a",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,,1020,,,,,,,,,,,,75,,,Leopoldsgasse,1a,,1032763,,,
KINDERGARTENOGD.7284102,7284102,POINT (16.322510030713858 48.20870730878881),Kindergarten,Verein Kindergarten OASE,"16., Klausgasse 30",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1160,,,,,,,,,,,,18,,15,Klausgasse,30,,1032768,,,
KINDERGARTENOGD.7284103,7284103,POINT (16.305875721283275 48.21689728384753),Kindergarten,Stadt Wien - Kindergärten,"16., Degengasse 70",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 631,1160,,,,,,,,,,,,25,,15,Degengasse,70,,1032769,,,
KINDERGARTENOGD.7284104,7284104,POINT (16.32011270468089 48.19744114839223),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"15., Meiselstraße 15-17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,,1150,,,,,,24,,,,,,,,,Meiselstraße,15-17,,1032770,,,
KINDERGARTENOGD.7283896,7283896,POINT (16.373492178137674 48.23482775704291),Kindergarten,Stadt Wien - Kindergärten,"20., Hartlgasse 40",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,,1200,,,,,,,,,,20,,24,,15,Hartlgasse,40,,1000832,,,
KINDERGARTENOGD.7283897,7283897,POINT (16.374556940416003 48.23604282750145),Kindergarten,Stadt Wien - Kindergärten,"20., Leipziger Straße 33a",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,,1200,,22,,,,,,,,40,,25,,15,Leipziger Straße,33a,,1000833,,,
KINDERGARTENOGD.7283898,7283898,POINT (16.376204487510492 48.238589298632505),Kindergarten,Stadt Wien - Kindergärten,"20., Leithastraße 17-23",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Integrationsfamiliengruppe 3-10 Jahre,<br>Heilpädagogischer Hort 6-10 Jahre",Öffentlich,,1200,,,,16,,,,20,,20,,,20,15,Leithastraße,17-23,,1000834,,,
KINDERGARTENOGD.7283899,7283899,POINT (16.37394551426722 48.24680096646219),Kindergarten,Stadt Wien - Kindergärten,"20., Leystraße 2-4",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1200,,,,,,,,,,,,100,,30,Leystraße,2-4,,1000835,,,
KINDERGARTENOGD.7283900,7283900,POINT (16.366698493068196 48.23345750592265),Kindergarten,Stadt Wien - Kindergärten,"20., Pappenheimgasse 10-16",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1200,,,,,,,,,,,,43,,15,Pappenheimgasse,10-16,,1000837,,,
KINDERGARTENOGD.7283901,7283901,POINT (16.36817815108553 48.23328380423728),Kindergarten,Stadt Wien - Kindergärten,"20., Pappenheimgasse 18-22",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Heilpädagogischer Kindergarten 3-6 Jahre",Öffentlich,,1200,,,,,12,,,,,20,,75,,45,Pappenheimgasse,18-22,,1000838,,,
KINDERGARTENOGD.7283902,7283902,POINT (16.38836325794139 48.23329842554231),Kindergarten,Stadt Wien - Kindergärten,"20., Pöchlarnstraße 14",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Integrationskindergarten 3-6 Jahre,<br>Heilpädagogischer Kindergarten 3-6 Jahre",Öffentlich,,1200,,,,,12,,,,,20,,,,,Pöchlarnstraße,14,,1000839,,,
KINDERGARTENOGD.7283903,7283903,POINT (16.36388517534971 48.231526225358834),Kindergarten,Stadt Wien - Kindergärten,"20., Treustraße 55",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,,1200,,,,,,70,,,40,,,50,,,Treustraße,55,,1000841,,,
KINDERGARTENOGD.7283904,7283904,POINT (16.380726000507853 48.24266934095756),Kindergarten,Stadt Wien - Kindergärten,"20., Vorgartenstraße 35",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,,1200,,,,,,,,,,19,,25,,15,Vorgartenstraße,35,,1000842,,,
KINDERGARTENOGD.7283905,7283905,POINT (16.387162351286896 48.23689208282671),Kindergarten,Stadt Wien - Kindergärten,"20., Vorgartenstraße 71",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre",Öffentlich,,1200,,,24,,,,,,,,,140,,45,Vorgartenstraße,71,,1000843,,,
KINDERGARTENOGD.7283906,7283906,POINT (16.381568917343785 48.23869323919507),Kindergarten,Stadt Wien - Kindergärten,"20., Winarskystraße 18",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Kindergarten 3-6 Jahre,Öffentlich,+43 676 811 869 814,1200,,,,,,,,,,,,50,,,Winarskystraße,18,,1000845,,,
KINDERGARTENOGD.7283907,7283907,POINT (16.37798520386964 48.21295162164179),Kindergarten,Stadt Wien - Kindergärten,"2., Obere Donaustraße 97-99",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Familiengruppe 2-6 Jahre",Öffentlich,,1020,,22,,,,,,,,,,25,,30,Obere Donaustraße,97-99,,1000852,22,,
