FID,OBJECTID,SHAPE,BEZEICHNUNG,BETREIBER,ADRESSE,WEBLINK1,TYP_TXT,TXTATT1,KONTAKT,PLZ,KINDERGRUPPE,FAMILIE_0_6,FAMILIE_3_10,HEILPAED_HORT_6_10,HEILPAED_KDG_3_6,HORT_6_10,INTEGRAT_FAMILIE_0_6,INTEGRAT_FAMILIE_3_10,INTEGRAT_HORT_6_10,INTEGRAT_KDG_3_6,INTEGRAT_KLEINKINDER_0_3,KDG_3_6,HALBTAGS_KDG_3_6,KLEINKINDER_0_3,STRASSE,ONR,STG,MA11_OBJEKT_ID,FAMILIE_2_6,INTEGRAT_FAMILIE_2_6,SE_ANNO_CAD_DATA
KINDERGARTENOGD.7283908,7283908,POINT (16.42109841767389 48.28932851336343),Kindergarten,Stadt Wien - Kindergärten,"21., Anton-Schall-Gasse 9",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,,1210,,,,,,,,,,,,50,,,Anton-Schall-Gasse,9,,1000854,,,
KINDERGARTENOGD.7283909,7283909,POINT (16.389968093590316 48.26175603866174),Kindergarten,Stadt Wien - Kindergärten,"21., Dunantgasse 13",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 215,1210,,,,,,,,,,,,65,,15,Dunantgasse,13,,1000855,,,
KINDERGARTENOGD.7283994,7283994,POINT (16.35269365420838 48.1889527265101),Sportkindergarten Monpti,Verein Sportkindergarten Monpti,"5., Bräuhausgasse 37",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1050,,,,,,,,,,,,50,,15,Bräuhausgasse,37,,1001007,,,
KINDERGARTENOGD.7283995,7283995,POINT (16.382779659631176 48.16614696781437),Kindergarten LINA,VIV - Verein für interkulturelles Verständnis,"10., Patrubangasse 9/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 967 40 09,1100,,33,,,,,,,,,,15,,,Patrubangasse,9,1,1001008,,,
KINDERGARTENOGD.7283996,7283996,POINT (16.335070631732282 48.22909361788867),Cottage Kindergarten,Cottage Kindergarten,"18., Türkenschanzstraße 1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 478 80 27,1180,,,,,,,,,,,,40,,15,Türkenschanzstraße,1,,1001010,,,
KINDERGARTENOGD.7283997,7283997,POINT (16.42851271402174 48.2061064312665),Kindergarten der Zwi Perez Chajes Schule der Israelitischen Kultusgemeinde Wien,Verein zur Erhaltung der Zwi Perez Chajes Schule der Israelitischen Kultusgemeinde Wien,"2., Simon-Wiesenthal-Gasse 3/Haus I",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1020,,25,,,,,,,,,,100,,60,Simon-Wiesenthal-Gasse,3/Haus I,,1001011,,,
KINDERGARTENOGD.7283998,7283998,POINT (16.42851271402174 48.2061064312665),Hort der Zwi Perez Chajes Schule,Verein zur Erhaltung der Zwi Perez Chajes Schule der Israelitischen Kultusgemeinde Wien,"2., Simon-Wiesenthal-Gasse 3/Haus II",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,,1020,,,,,,150,,,,,,,,,Simon-Wiesenthal-Gasse,3/Haus II,,1001012,,,
KINDERGARTENOGD.7283999,7283999,POINT (16.390353432899037 48.166447251487845),Monte Laa,Stadt Wien - Kindergärten,"10., Rudolf-Friemel-Gasse 5",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Heilpädagogischer Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,,1100,,60,,,12,,,,,40,,50,,30,Rudolf-Friemel-Gasse,5,,1001013,,,
KINDERGARTENOGD.7284000,7284000,POINT (16.353286306727213 48.24290146639658),"Vereinigung von Ordensschulen Österreichs (VOSÖ), Clara Fey Campus Maria Regina",Vereinigung katholischer Kindertagesheime,"19., Hofzeile 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1190,,40,,,,,,,,,,,,,Hofzeile,17,,1001014,,,
KINDERGARTENOGD.7284001,7284001,POINT (16.450061411097938 48.153819099033974),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"11., Thürnlhofstraße 5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,01 7676589,1110,,20,,,,,,,,,,50,,30,Thürnlhofstraße,5,,1001015,,,
KINDERGARTENOGD.7284002,7284002,POINT (16.326283971303674 48.166495094974266),Kindergarten,Kinder in Wien,"12., Gertrude-Wondrack-Platz 5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,,1120,,,,,,50,,,,,,,,,Gertrude-Wondrack-Platz,5,,1001016,,,
KINDERGARTENOGD.7284003,7284003,POINT (16.324987380524036 48.16697638572548),Kindergarten,Kinder in Wien,"12., Oswaldgasse (Kabelwerke) 33A",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1120,,100,,,,,,,,,,,,,Oswaldgasse (Kabelwerke),33A,,1001017,,,
KINDERGARTENOGD.7284004,7284004,POINT (16.376346692041547 48.208465153736384),Kindertagesheim und Kompetenzzentrum PROMISED LAND,PROMISED LAND Gemeinnützige GmbH,"1., Wollzeile 19",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,,1010,,,,,,44,,,,,,,,,Wollzeile,19,,1001018,,,
KINDERGARTENOGD.7284005,7284005,POINT (16.330144123710713 48.18524129206269),JUWA 15. Bezirk,"JUWA Bildungs- und Beratungszentrum, kurz JUWA -BBZ","15., Ullmannstraße 63",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 2-6 Jahre",Privat,,1150,,,,,,,,,,,,25,,,Ullmannstraße,63,,1001021,40,,
KINDERGARTENOGD.7284006,7284006,POINT (16.311955974470038 48.21374139813746),lernen fürs leben,Lernen fürs Leben - Integrativer Sozialverein,"16., Ottakringer Straße 190-192",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1160,,,,,,,,,,,,71,,30,Ottakringer Straße,190-192,,1001022,,,
KINDERGARTENOGD.7284035,7284035,POINT (16.37670067764674 48.19979281227576),Betriebskindergarten - Raiffeisen Zentralbank,Kinder in Wien,"3., Am Heumarkt 10",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1030,,80,,,,,,,,,,,,,Am Heumarkt,10,,1001169,,,
KINDERGARTENOGD.7284036,7284036,POINT (16.27629294959026 48.19174931514475),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"13., Hietzinger Kai 143",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,+43 1 877 84 15,1130,,40,,,,,,,,,,,,,Hietzinger Kai,143,,1001172,,,
KINDERGARTENOGD.7284037,7284037,POINT (16.357632727775588 48.17375372467023),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"10., Inzersdorfer Straße 113",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 600 13 16,1100,,,,,,,,,,,,50,,30,Inzersdorfer Straße,113,,1001175,,,
KINDERGARTENOGD.7284038,7284038,POINT (16.320710014996283 48.18912548687592),Pfarrkindergarten Schönbrunn-Vorpark,St. Nikolausstiftung Erzdiözese Wien,"15., Winckelmannstraße 32",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1150,,20,,,,,,,,,,,,,Winckelmannstraße,32,,1001181,,,
KINDERGARTENOGD.7284039,7284039,POINT (16.306559547122013 48.21767177262472),Lernen fürs Leben - Wilhelminenstraße,Lernen fürs Leben - Integrativer Sozialverein,"16., Wilhelminenstraße 91-93",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1160,,,,,,,,,,,,75,,45,Wilhelminenstraße,91-93,,1001184,,,
KINDERGARTENOGD.7284040,7284040,POINT (16.46177170793992 48.22701851697335),Evangelischer Kindergarten Donaustadt,Diakonie Bildung gemeinnützige GmbH,"22., Erzherzog-Karl-Straße 145-147",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 285 17 03,1220,,40,,,,,,,,,,50,,15,Erzherzog-Karl-Straße,145-147,,1001185,,,
KINDERGARTENOGD.7284041,7284041,POINT (16.438305053510614 48.24575541436714),Waldorfkindergarten Wien Ost,Waldorfkindergarten Wien Ost,"22., Wagramer Straße 97-103/4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1220,,20,,,,,,,,,,,,,Wagramer Straße,97-103,4,1001186,,,
KINDERGARTENOGD.7284042,7284042,POINT (16.343678168409895 48.19895690371112),Kindergarten Li&Ara,Kindergarten Li & Ara,"7., Lindengasse 65",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1070,,40,,,,,,,,,,,,,Lindengasse,65,,1001187,,,
KINDERGARTENOGD.7284043,7284043,POINT (16.39412220623122 48.20541102003577),Kindergarten,Kindercompany,"3., Rasumofskygasse 9-11",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1030,,20,,,,,,,,,,25,,15,Rasumofskygasse,9-11,,1001188,,,
KINDERGARTENOGD.7284044,7284044,POINT (16.324873181311332 48.16602992582234),Kindergarten Am Kabelwerk II,Kinder in Wien,"12., Am Kabelwerk 6",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1120,,40,,,,,,,,,,,,,Am Kabelwerk,6,,1001189,,,
KINDERGARTENOGD.7284045,7284045,POINT (16.39576859065035 48.158226534572556),Kindergarten,Stadt Wien - Kindergärten,"10., Laaer-Berg-Straße 145",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Familiengruppe 2-6 Jahre,<br>Familiengruppe 3-10 Jahre,<br>Heilpädagogischer Hort 6-10 Jahre",Öffentlich,,1100,,,24,16,,,,,,,,,,,Laaer-Berg-Straße,145,,1001190,21,,
KINDERGARTENOGD.7284046,7284046,POINT (16.39596666191319 48.22521536386655),Bildungscampus Getrude-Fröhlich-Sandner,Stadt Wien - Kindergärten,"2., Ernst-Melchior-Gasse 9",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Heilpädagogischer Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,,1020,,110,,,12,,,,,40,,,,30,Ernst-Melchior-Gasse,9,,1001195,,,
KINDERGARTENOGD.7284047,7284047,POINT (16.45559170566916 48.2550890612268),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"22., Rennbahnweg 52",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 255 73 77,1220,,,,,,,,,,,,50,,15,Rennbahnweg,52,,1001197,,,
KINDERGARTENOGD.7284048,7284048,POINT (16.3411362430994 48.22432651164182),Kindertagesheim De La Salle Hort,Vereinigung katholischer Kindertagesheime,"18., Schopenhauerstraße 44-46",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,,1180,,,,,,25,,,,,,,,,Schopenhauerstraße,44-46,,1001199,,,
KINDERGARTENOGD.7284049,7284049,POINT (16.501186673632212 48.25192559255807),Kindergarten,Stadt Wien - Kindergärten,"22., Schukowitzgasse 85",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,,1220,,,,,,100,,,,,,25,,15,Schukowitzgasse,85,,1001201,,,
KINDERGARTENOGD.7284050,7284050,POINT (16.334795323956115 48.20928600087739),Kindergarten Hana,Kindergarten HANA,"16., Thaliastraße 28",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1160,,20,,,,,,,,,,25,,15,Thaliastraße,28,,1001203,,,
KINDERGARTENOGD.7284051,7284051,POINT (16.47334751923186 48.24679197109553),Kindergarten,Stadt Wien - Kindergärten,"22., Süßenbrunner Straße 62",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 626,1220,,,,,,,,,,,,25,,15,Süßenbrunner Straße,62,,1001205,,,
KINDERGARTENOGD.7284052,7284052,POINT (16.35022766990847 48.21022797816277),Hort Maria Treu,Vereinigung katholischer Kindertagesheime,"8., Piaristengasse 43/Haus 1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,,1080,,,,,,218,,,,,,,,,Piaristengasse,43/Haus 1,,1001206,,,
KINDERGARTENOGD.7284053,7284053,POINT (16.37903938266494 48.22412127781969),Kindergarten,Stadt Wien - Kindergärten,"2., Obere Augartenstraße 1",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,,1020,,60,,,,,,,,40,,25,,30,Obere Augartenstraße,1,,1001208,,,
KINDERGARTENOGD.7284054,7284054,POINT (16.37371877675053 48.209390723112854),Kindergarten,St. Nikolausstiftung Erzdiözese Wien,"1., Wollzeile 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1010,,20,,,,,,,,,,,,,Wollzeile,2,,1001210,,,
KINDERGARTENOGD.7284055,7284055,POINT (16.39405711575255 48.22890119546358),Kindergarten,Kinder in Wien,"2., Leystraße 157",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1020,,80,,,,,,,,,,,,,Leystraße,157,,1001211,,,
KINDERGARTENOGD.7284056,7284056,POINT (16.31017347407412 48.139212609090826),KinderTräume,Vindobini,"23., Eitnergasse 6",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1230,,40,,,,,,,,,,25,,15,Eitnergasse,6,,1001212,,,
KINDERGARTENOGD.7284057,7284057,POINT (16.3246352225751 48.198782481602706),Kindergarten,Kinderbetreuungsverein CAYU,"15., Hütteldorfer Straße 44-46/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1150,,,,,,,,,,,,75,,15,Hütteldorfer Straße,44-46,1,1001213,,,
KINDERGARTENOGD.7284058,7284058,POINT (16.36928533028992 48.21563820668868),Kindergarten,Kindercompany,"1., Eßlinggasse 9",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 2-6 Jahre",Privat,,1010,,,,,,,,,,,,50,,15,Eßlinggasse,9,,1001215,40,,
KINDERGARTENOGD.7284059,7284059,POINT (16.408340753021722 48.27750309350875),Kindergarten,Stadt Wien - Kindergärten,"21., Baumergasse 24",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,,1210,,,,,,50,,,80,,,25,,,Baumergasse,24,,1001218,,,
KINDERGARTENOGD.7284060,7284060,POINT (16.377072922728797 48.179262088921895),Kindergarten,Discovery Zone & Kinder Akademie - bilinguale Kinderbetreuungseinrichtung,"10., Keplergasse 7",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1100,,20,,,,,,,,,,50,,15,Keplergasse,7,,1001219,,,
KINDERGARTENOGD.7284061,7284061,POINT (16.423162848724086 48.23794098642689),THE CHILDRENS HOUSE,Verein Internationaler Montessori Kindergarten The Children s House,"22., Arbeiterstrandbadstraße 130",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 263 10 56,1220,,,,,,,,,,,,125,,15,Arbeiterstrandbadstraße,130,,1001222,,,
KINDERGARTENOGD.7284062,7284062,POINT (16.260934665298205 48.14806194583372),Kindergarten,Schulstiftung der Erzdiözese Wien,"23., Maurer-Lange-Gasse 115",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,+43 1 882 21 9,1230,,,,,,100,,,,,,,,,Maurer-Lange-Gasse,115,,1001225,,,
KINDERGARTENOGD.7284063,7284063,POINT (16.336128290285462 48.2183673989177),Kindergarten,Therapie Institut Keil GmbH,"17., Bergsteiggasse 36-38",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Heilpädagogischer Kindergarten 3-6 Jahre,Privat,+4340881221121,1170,,,,,40,,,,,,,,,,Bergsteiggasse,36-38,,1001228,,,
KINDERGARTENOGD.7284064,7284064,POINT (16.386455746808586 48.213737190835666),Kindergarten,Privatkindergarten- und -schulverein Khal Yisroel,"2., Ferdinandstraße 29",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1020,,20,,,,,,,,,,25,,15,Ferdinandstraße,29,,1001229,,,
KINDERGARTENOGD.7284065,7284065,POINT (16.370872955435747 48.19308274350813),Kindergarten,Stiftung Theresianische Akademie Kindergarten im Theresianum,"4., Favoritenstraße 15",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,0676 897055205,1040,,,,,,,,,,,,100,,30,Favoritenstraße,15,,1001231,,,
KINDERGARTENOGD.7284066,7284066,POINT (16.356443319432675 48.176385720363825),Kindergarten,Multikultureller Nur Kindergarten,"10., Rotenhofgasse 108",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 943 22 43,1100,,40,,,,,,,,,,,,30,Rotenhofgasse,108,,1001232,,,
KINDERGARTENOGD.7284067,7284067,POINT (16.33072177286797 48.188726549061606),Kindergarten Heidi,Pädagogischer Verein zur Förderung von Klein- und Vorschulkindern,"15., Reindorfgasse 16",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1150,,,,,,,,,,,,50,,30,Reindorfgasse,16,,1001235,,,
KINDERGARTENOGD.7284068,7284068,POINT (16.31769189177157 48.237160619972656),Kindergarten und Hort Scheibenbergstraße,Kinder in Wien,"18., Scheibenbergstraße 38",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,,1180,,,,,,100,,,,,,,,,Scheibenbergstraße,38,,1001236,,,
KINDERGARTENOGD.7284069,7284069,POINT (16.32902086398145 48.177759949797384),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"12., Tanbruckgasse 3/1.Stock",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 812 16 85,1120,,40,,,,,,,,,,25,,,Tanbruckgasse,3/1.Stock,,1001237,,,
KINDERGARTENOGD.7284070,7284070,POINT (16.326443584880117 48.17995482916983),Kindergarten,Schulverein Josefstadt für leistungsbewusstes Lernen,"12., Tivoligasse 21",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1120,,20,,,,,,,,,,25,,15,Tivoligasse,21,,1001239,,,
KINDERGARTENOGD.7284071,7284071,POINT (16.39179863426078 48.233305174840076),Kindergarten,Vindobini,"20., Innstraße 25",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1200,,20,,,,,,,,,,25,,30,Innstraße,25,,1001240,,,
KINDERGARTENOGD.7284072,7284072,POINT (16.495844199304944 48.25161154716),Pfarrkindergarten Breitenlee der St. Nikolaus-KTH Stiftung,St. Nikolausstiftung Erzdiözese Wien,"22., Breitenleer Straße 247",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1220,,40,,,,,,,,,,25,,15,Breitenleer Straße,247,,1001241,,,
KINDERGARTENOGD.7284073,7284073,POINT (16.44439809747034 48.251976757002154),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"22., Doningasse 16",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,+43 1 202 10 84,1220,,,,,,75,,,,,,75,,30,Doningasse,16,,1001242,,,
KINDERGARTENOGD.7284074,7284074,POINT (16.373942281019527 48.18059595885299),Salma Kindergarten,Integrations- und Betreuungsverein der Kinder mit Migrationshintergrund,"10., Laxenburger Straße 31",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1100,,38,,,,,,,,,,,,,Laxenburger Straße,31,,1001243,,,
KINDERGARTENOGD.7284075,7284075,POINT (16.31665542084643 48.218015928981536),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"16., Seeböckgasse 18",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,01 40125/11606,1160,,,,,,,,,,,,25,,15,Seeböckgasse,18,,1001244,,,
KINDERGARTENOGD.7284076,7284076,POINT (16.26414378306205 48.15616423318549),Hort 1,Vereinigung katholischer Kindertagesheime,"23., Franz-Asenbauer-Gasse 49",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,Durchwahl 32,1230,,,,,,40,,,,,,,,,Franz-Asenbauer-Gasse,49,,1001246,,,
KINDERGARTENOGD.7284077,7284077,POINT (16.307932500571248 48.21112625974312),Kindergarten,Kinder in Wien,"16., Roseggergasse 33-35",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1160,,60,,,,,,,,,,,,,Roseggergasse,33-35,,1001247,,,
KINDERGARTENOGD.7284078,7284078,POINT (16.416959981899957 48.212469360418936),Betriebskindergarten - OMV 2,Kinder in Wien,"2., Stella-Klein-Löw-Weg 9",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1020,,80,,,,,,,,,,,,,Stella-Klein-Löw-Weg,9,,1001248,,,
KINDERGARTENOGD.7284079,7284079,POINT (16.285365178776225 48.18804055806298),Kindergarten,Kinder in Wien,"13., St. Veit-Gasse 46",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1130,,100,,,,,,,,,,,,,St. Veit-Gasse,46,,1001249,,,
